record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-04-0115,Molecular monitoring for adjuvant surveillance: study 115,"This study examines adjuvant surveillance through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to CNS metastasis and EGFR resistance, alongside molecular profiling and dose optimization.",2023,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 115 [SEP] This study examines adjuvant surveillance through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to CNS metastasis and EGFR resistance, alongside molecular profiling and dose optimization.",6,7,1.0,Cluster 7,ctDNA and monitoring,-0.2617924728653827,-0.06940290526856313,-0.2617924728653827,-0.06940290526856313,0.10167699830362904,0.13600725734997077
lung-cancer-r-0260,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects EGFR resistance, KRAS inhibitor, PD-L1 biomarker, and ctDNA surveillance. It frames the field around validation cohort, translational biomarker, molecular profiling, and patient stratification.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects EGFR resistance, KRAS inhibitor, PD-L1 biomarker, and ctDNA surveillance. It frames the field around validation cohort, translational biomarker, molecular profiling, and patient stratification.",4,5,0.9861444289844411,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.32449230212771585,0.02194208461850707,0.32449230212771585,0.02194208461850707,-0.1252516466804771,0.05687893897048648
lung-cancer-04-0207,Molecular monitoring for adjuvant surveillance: study 207,"This study examines adjuvant surveillance through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to PD-L1 biomarker and selection logic, alongside patient stratification and portfolio review.",2025,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 207 [SEP] This study examines adjuvant surveillance through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to PD-L1 biomarker and selection logic, alongside patient stratification and portfolio review.",6,7,0.9666899472965309,Cluster 7,ctDNA and monitoring,-0.18427057221462026,-0.1867620425251385,-0.18427057221462026,-0.1867620425251385,0.09519464680983447,0.03879479979900987
lung-cancer-04-0362,Molecular monitoring for minimal residual disease: study 362,"This study examines minimal residual disease through plasma genotyping, ctDNA surveillance, and longitudinal sampling. It also discusses links to feedback signaling and SHP2 biology, alongside mechanism of resistance and validation cohort.",2024,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 362 [SEP] This study examines minimal residual disease through plasma genotyping, ctDNA surveillance, and longitudinal sampling. It also discusses links to feedback signaling and SHP2 biology, alongside mechanism of resistance and validation cohort.",8,9,0.9440444349986565,Cluster 9,ctDNA and monitoring,-0.2939082424058783,-0.03505781277397515,-0.2939082424058783,-0.03505781277397515,0.12072505221546748,0.11077041254196121
lung-cancer-01-0247,Resistance evolution in osimertinib escape: study 247,"This study examines osimertinib escape through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to SHP2 biology and combination rationale, alongside dose optimization and real-world evidence.",2020,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 247 [SEP] This study examines osimertinib escape through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to SHP2 biology and combination rationale, alongside dose optimization and real-world evidence.",14,15,0.9845500139537389,Cluster 15,EGFR and ALK resistance,-0.06038084462035807,0.07360674115889068,-0.06038084462035807,0.07360674115889068,0.04653990342679542,0.20096672544229136
lung-cancer-02-0056,KRAS pathway development in pan-KRAS strategies: study 56,"This study examines pan-KRAS strategies through feedback signaling, combination rationale, and development strategy. It also discusses links to molecular monitoring and residual disease, alongside molecular profiling and validation cohort.",2022,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 56 [SEP] This study examines pan-KRAS strategies through feedback signaling, combination rationale, and development strategy. It also discusses links to molecular monitoring and residual disease, alongside molecular profiling and validation cohort.",3,4,1.0,Cluster 4,KRAS development,0.03937666003962573,0.19437935771887668,0.03937666003962573,0.19437935771887668,0.32604508951999317,-0.08744967635865437
lung-cancer-04-0253,Molecular monitoring for ctDNA resistance tracking: study 253,"This study examines ctDNA resistance tracking through residual disease, liquid biopsy, and plasma genotyping. It also discusses links to CNS metastasis and targeted escape, alongside validation cohort and translational biomarker.",2023,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 253 [SEP] This study examines ctDNA resistance tracking through residual disease, liquid biopsy, and plasma genotyping. It also discusses links to CNS metastasis and targeted escape, alongside validation cohort and translational biomarker.",15,16,0.9931703436844881,Cluster 16,ctDNA and monitoring,-0.31119731829926334,-0.06517583440117662,-0.31119731829926334,-0.06517583440117662,-0.01533239478321974,0.08349175708158221
lung-cancer-03-0365,Biomarker selection in PD-L1-high tumors: study 365,"This study examines PD-L1-high tumors through selection logic, immune exclusion, and PD-L1 biomarker. It also discusses links to ALK progression and targeted escape, alongside early-phase trial and molecular profiling.",2020,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 365 [SEP] This study examines PD-L1-high tumors through selection logic, immune exclusion, and PD-L1 biomarker. It also discusses links to ALK progression and targeted escape, alongside early-phase trial and molecular profiling.",10,11,0.9825742620735998,Cluster 11,Immunotherapy biomarkers,0.15297295190777674,-0.37562042362070086,0.15297295190777674,-0.37562042362070086,0.050703319428085994,-0.05934567856693771
lung-cancer-01-0068,Resistance evolution in CNS progression: study 68,"This study examines CNS progression through EGFR resistance, CNS metastasis, and ALK progression. It also discusses links to selection logic and co-mutation effect, alongside dose optimization and real-world evidence.",2021,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 68 [SEP] This study examines CNS progression through EGFR resistance, CNS metastasis, and ALK progression. It also discusses links to selection logic and co-mutation effect, alongside dose optimization and real-world evidence.",13,14,0.9688146122922296,Cluster 14,EGFR and ALK resistance,-0.029998448608025374,-0.029203516217090837,-0.029998448608025374,-0.029203516217090837,0.04159809630491403,0.1845665020125259
lung-cancer-r-0119,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects EGFR resistance, SHP2 biology, checkpoint response, and liquid biopsy. It frames the field around clinical development, validation cohort, early-phase trial, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects EGFR resistance, SHP2 biology, checkpoint response, and liquid biopsy. It frames the field around clinical development, validation cohort, early-phase trial, and real-world evidence.",0,1,0.9975605371486976,Cluster 1,Review hub: osimertinib escape x pan-KRAS strategies,0.3665392614567297,-0.010857655997593595,0.3665392614567297,-0.010857655997593595,-0.09777572995628461,0.14081677678228222
lung-cancer-x-0285,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 285,"This paper links EGFR resistance and acquired resistance to combination rationale and SHP2 biology. The framing emphasizes portfolio review, patient stratification, and clinical development across mixed translational contexts.",2022,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 285 [SEP] This paper links EGFR resistance and acquired resistance to combination rationale and SHP2 biology. The framing emphasizes portfolio review, patient stratification, and clinical development across mixed translational contexts.",19,20,0.9955996060139353,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.03507467878527923,0.33417539904598115,-0.03507467878527923,0.33417539904598115,-0.2104441788722119,-0.1181508588658943
lung-cancer-02-0033,KRAS pathway development in KRAS G12C inhibition: study 33,"This study examines KRAS G12C inhibition through combination rationale, adaptive pathway, and development strategy. It also discusses links to line-of-therapy shift and EGFR resistance, alongside mechanism of resistance and validation cohort.",2023,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 33 [SEP] This study examines KRAS G12C inhibition through combination rationale, adaptive pathway, and development strategy. It also discusses links to line-of-therapy shift and EGFR resistance, alongside mechanism of resistance and validation cohort.",12,13,0.9749680386437223,Cluster 13,KRAS development,0.0691166240426296,0.3334132848292929,0.0691166240426296,0.3334132848292929,0.2612506277273196,-0.10440767467099979
lung-cancer-r-0374,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects acquired resistance, adaptive pathway, selection logic, and ctDNA surveillance. It frames the field around molecular profiling, portfolio review, dose optimization, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects acquired resistance, adaptive pathway, selection logic, and ctDNA surveillance. It frames the field around molecular profiling, portfolio review, dose optimization, and early-phase trial.",2,3,0.9887562696805895,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.31364639476565515,-0.026131173403743498,0.31364639476565515,-0.026131173403743498,-0.11701152756565131,0.22240065845862764
lung-cancer-r-0206,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects line-of-therapy shift, development strategy, tumor mutational burden, and molecular monitoring. It frames the field around portfolio review, mechanism of resistance, dose optimization, and patient stratification.",2023,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects line-of-therapy shift, development strategy, tumor mutational burden, and molecular monitoring. It frames the field around portfolio review, mechanism of resistance, dose optimization, and patient stratification.",2,3,0.981967488160958,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.32931840283208125,-0.057894079698006334,0.32931840283208125,-0.057894079698006334,-0.11982713964446298,0.23640092241357585
lung-cancer-04-0003,Molecular monitoring for adjuvant surveillance: study 3,"This study examines adjuvant surveillance through liquid biopsy, ctDNA surveillance, and longitudinal sampling. It also discusses links to tumor mutational burden and immune exclusion, alongside patient stratification and molecular profiling.",2025,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 3 [SEP] This study examines adjuvant surveillance through liquid biopsy, ctDNA surveillance, and longitudinal sampling. It also discusses links to tumor mutational burden and immune exclusion, alongside patient stratification and molecular profiling.",6,7,0.9407738300353246,Cluster 7,ctDNA and monitoring,-0.22269556770466684,-0.20313063542037346,-0.22269556770466684,-0.20313063542037346,0.10879916186729248,0.03246452847774743
lung-cancer-02-0262,KRAS pathway development in adaptive signaling: study 262,"This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside molecular profiling and mechanism of resistance.",2024,KRAS development,core,"KRAS pathway development in adaptive signaling: study 262 [SEP] This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside molecular profiling and mechanism of resistance.",9,10,0.9964799277068015,Cluster 10,KRAS development,0.10011526070072745,0.08893086869155721,0.10011526070072745,0.08893086869155721,0.2563830787776303,-0.22901369373538732
lung-cancer-r-0253,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects targeted escape, development strategy, co-mutation effect, and molecular monitoring. It frames the field around real-world evidence, clinical development, validation cohort, and molecular profiling.",2022,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects targeted escape, development strategy, co-mutation effect, and molecular monitoring. It frames the field around real-world evidence, clinical development, validation cohort, and molecular profiling.",5,6,0.9797598059127002,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.22121494642991205,0.0986441908693505,0.22121494642991205,0.0986441908693505,-0.2366759093625544,0.09696995432235055
lung-cancer-03-0212,Biomarker selection in immune exclusion: study 212,"This study examines immune exclusion through tumor mutational burden, selection logic, and immune exclusion. It also discusses links to line-of-therapy shift and targeted escape, alongside molecular profiling and clinical development.",2023,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 212 [SEP] This study examines immune exclusion through tumor mutational burden, selection logic, and immune exclusion. It also discusses links to line-of-therapy shift and targeted escape, alongside molecular profiling and clinical development.",17,18,0.925327703259507,Cluster 18,Immunotherapy biomarkers,0.05145792581513654,-0.28360803672900803,0.05145792581513654,-0.28360803672900803,0.0719239357292733,-0.11181704083037113
lung-cancer-x-0244,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 244,"This paper links plasma genotyping and residual disease to ALK progression and line-of-therapy shift. The framing emphasizes dose optimization, early-phase trial, and molecular profiling across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 244 [SEP] This paper links plasma genotyping and residual disease to ALK progression and line-of-therapy shift. The framing emphasizes dose optimization, early-phase trial, and molecular profiling across mixed translational contexts.",21,22,0.9626646282055185,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.26000014680546285,0.13250539895446184,-0.26000014680546285,0.13250539895446184,-0.283884906202125,0.0339916780516004
lung-cancer-04-0294,Molecular monitoring for minimal residual disease: study 294,"This study examines minimal residual disease through molecular monitoring, liquid biopsy, and ctDNA surveillance. It also discusses links to immune exclusion and PD-L1 biomarker, alongside validation cohort and translational biomarker.",2022,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 294 [SEP] This study examines minimal residual disease through molecular monitoring, liquid biopsy, and ctDNA surveillance. It also discusses links to immune exclusion and PD-L1 biomarker, alongside validation cohort and translational biomarker.",8,9,0.983038768286238,Cluster 9,ctDNA and monitoring,-0.24403760082172418,-0.18859804941708547,-0.24403760082172418,-0.18859804941708547,0.09151740398179153,0.05748986640581317
lung-cancer-02-0036,KRAS pathway development in pan-KRAS strategies: study 36,"This study examines pan-KRAS strategies through SHP2 biology, feedback signaling, and development strategy. It also discusses links to targeted escape and EGFR resistance, alongside validation cohort and molecular profiling.",2020,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 36 [SEP] This study examines pan-KRAS strategies through SHP2 biology, feedback signaling, and development strategy. It also discusses links to targeted escape and EGFR resistance, alongside validation cohort and molecular profiling.",3,4,0.982567977937627,Cluster 4,KRAS development,0.10082777757563229,0.23558456023146027,0.10082777757563229,0.23558456023146027,0.31863025958989827,-0.07309603089127316
lung-cancer-04-0247,Molecular monitoring for adjuvant surveillance: study 247,"This study examines adjuvant surveillance through plasma genotyping, ctDNA surveillance, and molecular monitoring. It also discusses links to ALK progression and line-of-therapy shift, alongside validation cohort and translational biomarker.",2023,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 247 [SEP] This study examines adjuvant surveillance through plasma genotyping, ctDNA surveillance, and molecular monitoring. It also discusses links to ALK progression and line-of-therapy shift, alongside validation cohort and translational biomarker.",6,7,0.9742177959208514,Cluster 7,ctDNA and monitoring,-0.27266974732354055,-0.08401972774470869,-0.27266974732354055,-0.08401972774470869,0.09345083606821297,0.14507805775508154
lung-cancer-01-0464,Resistance evolution in CNS progression: study 464,"This study examines CNS progression through line-of-therapy shift, CNS metastasis, and targeted escape. It also discusses links to co-mutation effect and selection logic, alongside real-world evidence and dose optimization.",2021,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 464 [SEP] This study examines CNS progression through line-of-therapy shift, CNS metastasis, and targeted escape. It also discusses links to co-mutation effect and selection logic, alongside real-world evidence and dose optimization.",13,14,0.9892228780113407,Cluster 14,EGFR and ALK resistance,-0.035907662195690665,-0.024460588204304638,-0.035907662195690665,-0.024460588204304638,0.04253356052609422,0.18701789138216987
lung-cancer-r-0178,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects targeted escape, development strategy, co-mutation effect, and longitudinal sampling. It frames the field around early-phase trial, patient stratification, validation cohort, and portfolio review.",2025,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects targeted escape, development strategy, co-mutation effect, and longitudinal sampling. It frames the field around early-phase trial, patient stratification, validation cohort, and portfolio review.",2,3,0.9849341390628273,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.33607758052368825,-0.0057841076470378,0.33607758052368825,-0.0057841076470378,-0.16255498204322913,0.23693542465205628
lung-cancer-04-0340,Molecular monitoring for longitudinal plasma genotyping: study 340,"This study examines longitudinal plasma genotyping through plasma genotyping, molecular monitoring, and residual disease. It also discusses links to EGFR resistance and ALK progression, alongside molecular profiling and portfolio review.",2020,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 340 [SEP] This study examines longitudinal plasma genotyping through plasma genotyping, molecular monitoring, and residual disease. It also discusses links to EGFR resistance and ALK progression, alongside molecular profiling and portfolio review.",20,21,1.0,Cluster 21,ctDNA and monitoring,-0.32091769240952195,-0.048583165691062045,-0.32091769240952195,-0.048583165691062045,0.006164354508240862,0.17995354540672814
lung-cancer-r-0363,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects CNS metastasis, feedback signaling, PD-L1 biomarker, and longitudinal sampling. It frames the field around early-phase trial, portfolio review, real-world evidence, and validation cohort.",2024,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects CNS metastasis, feedback signaling, PD-L1 biomarker, and longitudinal sampling. It frames the field around early-phase trial, portfolio review, real-world evidence, and validation cohort.",0,1,0.9899789973093364,Cluster 1,Review hub: osimertinib escape x pan-KRAS strategies,0.3743631801136712,-0.06122965456445779,0.3743631801136712,-0.06122965456445779,-0.10903534194704309,0.13215818268844853
lung-cancer-01-0125,Resistance evolution in EGFR-mutant disease: study 125,"This study examines EGFR-mutant disease through ALK progression, line-of-therapy shift, and acquired resistance. It also discusses links to selection logic and co-mutation effect, alongside translational biomarker and molecular profiling.",2024,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 125 [SEP] This study examines EGFR-mutant disease through ALK progression, line-of-therapy shift, and acquired resistance. It also discusses links to selection logic and co-mutation effect, alongside translational biomarker and molecular profiling.",11,12,0.970621275443749,Cluster 12,EGFR and ALK resistance,-0.07132076639375363,0.02864296009829009,-0.07132076639375363,0.02864296009829009,-0.016308453489534854,0.18640140229879326
lung-cancer-01-0179,Resistance evolution in osimertinib escape: study 179,"This study examines osimertinib escape through acquired resistance, ALK progression, and EGFR resistance. It also discusses links to immune exclusion and selection logic, alongside translational biomarker and portfolio review.",2024,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 179 [SEP] This study examines osimertinib escape through acquired resistance, ALK progression, and EGFR resistance. It also discusses links to immune exclusion and selection logic, alongside translational biomarker and portfolio review.",14,15,0.9680818944481516,Cluster 15,EGFR and ALK resistance,-0.02871141952425936,-0.05509741686876867,-0.02871141952425936,-0.05509741686876867,0.0034161623835947314,0.1805365254749617
lung-cancer-01-0193,Resistance evolution in EGFR-mutant disease: study 193,"This study examines EGFR-mutant disease through EGFR resistance, targeted escape, and CNS metastasis. It also discusses links to SHP2 biology and feedback signaling, alongside early-phase trial and clinical development.",2020,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 193 [SEP] This study examines EGFR-mutant disease through EGFR resistance, targeted escape, and CNS metastasis. It also discusses links to SHP2 biology and feedback signaling, alongside early-phase trial and clinical development.",11,12,1.0,Cluster 12,EGFR and ALK resistance,-0.05004440935111769,0.14860232860281342,-0.05004440935111769,0.14860232860281342,0.022205507211068648,0.18661834675387307
lung-cancer-x-0308,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 308,"This paper links longitudinal sampling and residual disease to CNS metastasis and targeted escape. The framing emphasizes molecular profiling, validation cohort, and real-world evidence across mixed translational contexts.",2021,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 308 [SEP] This paper links longitudinal sampling and residual disease to CNS metastasis and targeted escape. The framing emphasizes molecular profiling, validation cohort, and real-world evidence across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.2431201299156201,0.12932163275078762,-0.2431201299156201,0.12932163275078762,-0.2830018110680658,0.004635262603163859
lung-cancer-03-0430,Biomarker selection in tumor mutational burden: study 430,"This study examines tumor mutational burden through checkpoint response, selection logic, and co-mutation effect. It also discusses links to molecular monitoring and plasma genotyping, alongside patient stratification and mechanism of resistance.",2025,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 430 [SEP] This study examines tumor mutational burden through checkpoint response, selection logic, and co-mutation effect. It also discusses links to molecular monitoring and plasma genotyping, alongside patient stratification and mechanism of resistance.",17,18,0.9732175013985724,Cluster 18,Immunotherapy biomarkers,-0.02290486751451408,-0.3100180986836706,-0.02290486751451408,-0.3100180986836706,0.0402775041955925,-0.1661494134914555
lung-cancer-04-0192,Molecular monitoring for longitudinal plasma genotyping: study 192,"This study examines longitudinal plasma genotyping through plasma genotyping, residual disease, and longitudinal sampling. It also discusses links to checkpoint response and PD-L1 biomarker, alongside early-phase trial and translational biomarker.",2022,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 192 [SEP] This study examines longitudinal plasma genotyping through plasma genotyping, residual disease, and longitudinal sampling. It also discusses links to checkpoint response and PD-L1 biomarker, alongside early-phase trial and translational biomarker.",20,21,0.9931906488868532,Cluster 21,ctDNA and monitoring,-0.2842938462016594,-0.13088242054999694,-0.2842938462016594,-0.13088242054999694,-0.007714713730321769,0.05837795147696686
lung-cancer-02-0242,KRAS pathway development in adaptive signaling: study 242,"This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to liquid biopsy and ctDNA surveillance, alongside patient stratification and molecular profiling.",2022,KRAS development,core,"KRAS pathway development in adaptive signaling: study 242 [SEP] This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to liquid biopsy and ctDNA surveillance, alongside patient stratification and molecular profiling.",9,10,0.9824051466157384,Cluster 10,KRAS development,-0.0011087828873621486,0.20155322840640597,-0.0011087828873621486,0.20155322840640597,0.2575069902387281,-0.14719592327112435
lung-cancer-03-0035,Biomarker selection in STK11 co-mutation: study 35,"This study examines STK11 co-mutation through PD-L1 biomarker, selection logic, and co-mutation effect. It also discusses links to targeted escape and acquired resistance, alongside dose optimization and early-phase trial.",2020,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 35 [SEP] This study examines STK11 co-mutation through PD-L1 biomarker, selection logic, and co-mutation effect. It also discusses links to targeted escape and acquired resistance, alongside dose optimization and early-phase trial.",18,19,0.9828751894594941,Cluster 19,Immunotherapy biomarkers,0.018444763781962102,-0.2256335600011362,0.018444763781962102,-0.2256335600011362,-0.04116535424781343,-0.1744424230013774
lung-cancer-04-0467,Molecular monitoring for adjuvant surveillance: study 467,"This study examines adjuvant surveillance through liquid biopsy, molecular monitoring, and longitudinal sampling. It also discusses links to SHP2 biology and combination rationale, alongside early-phase trial and molecular profiling.",2021,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 467 [SEP] This study examines adjuvant surveillance through liquid biopsy, molecular monitoring, and longitudinal sampling. It also discusses links to SHP2 biology and combination rationale, alongside early-phase trial and molecular profiling.",6,7,0.9730032710168971,Cluster 7,ctDNA and monitoring,-0.24323268041153406,-0.04944051532849908,-0.24323268041153406,-0.04944051532849908,0.13531985630147006,0.07650066668812841
lung-cancer-01-0479,Resistance evolution in osimertinib escape: study 479,"This study examines osimertinib escape through CNS metastasis, ALK progression, and acquired resistance. It also discusses links to selection logic and co-mutation effect, alongside patient stratification and dose optimization.",2024,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 479 [SEP] This study examines osimertinib escape through CNS metastasis, ALK progression, and acquired resistance. It also discusses links to selection logic and co-mutation effect, alongside patient stratification and dose optimization.",14,15,0.9572860149317842,Cluster 15,EGFR and ALK resistance,-0.06089853965584326,-0.02319163550307237,-0.06089853965584326,-0.02319163550307237,0.01372689913099738,0.1829608791103296
lung-cancer-03-0028,Biomarker selection in immune exclusion: study 28,"This study examines immune exclusion through selection logic, checkpoint response, and PD-L1 biomarker. It also discusses links to ctDNA surveillance and molecular monitoring, alongside early-phase trial and portfolio review.",2025,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 28 [SEP] This study examines immune exclusion through selection logic, checkpoint response, and PD-L1 biomarker. It also discusses links to ctDNA surveillance and molecular monitoring, alongside early-phase trial and portfolio review.",17,18,0.9175187964343678,Cluster 18,Immunotherapy biomarkers,0.011605223432467523,-0.3152666086875526,0.011605223432467523,-0.3152666086875526,0.05256544201646895,-0.11467105159662966
lung-cancer-r-0102,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects EGFR resistance, KRAS inhibitor, tumor mutational burden, and plasma genotyping. It frames the field around dose optimization, early-phase trial, portfolio review, and validation cohort.",2021,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects EGFR resistance, KRAS inhibitor, tumor mutational burden, and plasma genotyping. It frames the field around dose optimization, early-phase trial, portfolio review, and validation cohort.",2,3,0.9766169524676669,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.33916166429229627,-0.03747251788350081,0.33916166429229627,-0.03747251788350081,-0.14559963853170804,0.20749158188943206
lung-cancer-01-0369,Resistance evolution in EGFR-mutant disease: study 369,"This study examines EGFR-mutant disease through line-of-therapy shift, ALK progression, and targeted escape. It also discusses links to liquid biopsy and plasma genotyping, alongside validation cohort and real-world evidence.",2022,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 369 [SEP] This study examines EGFR-mutant disease through line-of-therapy shift, ALK progression, and targeted escape. It also discusses links to liquid biopsy and plasma genotyping, alongside validation cohort and real-world evidence.",11,12,0.9802090902184537,Cluster 12,EGFR and ALK resistance,-0.12041613125472092,0.07972009496017052,-0.12041613125472092,0.07972009496017052,-0.027539674637130824,0.2522341393494081
lung-cancer-r-0024,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects line-of-therapy shift, SHP2 biology, selection logic, and liquid biopsy. It frames the field around dose optimization, early-phase trial, patient stratification, and translational biomarker.",2021,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects line-of-therapy shift, SHP2 biology, selection logic, and liquid biopsy. It frames the field around dose optimization, early-phase trial, patient stratification, and translational biomarker.",4,5,0.9494776743334452,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.30606834172301417,0.05126491953408258,0.30606834172301417,0.05126491953408258,-0.12379860205910492,0.08673717074002854
lung-cancer-02-0346,KRAS pathway development in adaptive signaling: study 346,"This study examines adaptive signaling through development strategy, adaptive pathway, and feedback signaling. It also discusses links to tumor mutational burden and PD-L1 biomarker, alongside translational biomarker and portfolio review.",2024,KRAS development,core,"KRAS pathway development in adaptive signaling: study 346 [SEP] This study examines adaptive signaling through development strategy, adaptive pathway, and feedback signaling. It also discusses links to tumor mutational burden and PD-L1 biomarker, alongside translational biomarker and portfolio review.",9,10,0.9548098261915166,Cluster 10,KRAS development,0.12230509298035071,0.07126631533555129,0.12230509298035071,0.07126631533555129,0.21112483593108647,-0.24401776099499817
lung-cancer-01-0257,Resistance evolution in EGFR-mutant disease: study 257,"This study examines EGFR-mutant disease through EGFR resistance, acquired resistance, and ALK progression. It also discusses links to tumor mutational burden and PD-L1 biomarker, alongside translational biomarker and validation cohort.",2024,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 257 [SEP] This study examines EGFR-mutant disease through EGFR resistance, acquired resistance, and ALK progression. It also discusses links to tumor mutational burden and PD-L1 biomarker, alongside translational biomarker and validation cohort.",11,12,0.9677443777015994,Cluster 12,EGFR and ALK resistance,-0.012691639695318087,-0.03895898293286016,-0.012691639695318087,-0.03895898293286016,-0.02280162832450385,0.12577548604290845
